track_id,track_duration,track_genre,track_listens,split
11785,94,Hip-Hop,Low,training
11786,76,Hip-Hop,High,validation
11787,157,Hip-Hop,Medium,validation
11788,122,Hip-Hop,Low,training
11790,92,Hip-Hop,Medium,training
11791,114,Hip-Hop,Low,training
11792,92,Hip-Hop,Low,training
11794,94,Hip-Hop,Low,training
11795,136,Hip-Hop,Low,training
11803,135,Hip-Hop,Very High,validation
11818,209,Hip-Hop,Low,training
11839,210,Hip-Hop,Low,training
11861,132,Hip-Hop,Low,training
11862,224,Hip-Hop,Low,training
11868,167,Hip-Hop,Very Low,training
11916,273,Hip-Hop,Very Low,validation
11917,246,Hip-Hop,Very Low,training
11918,223,Hip-Hop,Very High,training
11919,243,Hip-Hop,Low,training
11920,294,Hip-Hop,Low,training
11921,134,Hip-Hop,Very Low,validation
11933,220,Rock,Very High,training
11937,182,Pop,Very Low,training
11942,268,Electronic,Very High,training
11946,66,Experimental,Medium,training
11947,92,Experimental,Very Low,training
11951,110,Experimental,Medium,training
12045,462,Folk,Medium,training
12046,232,Folk,Medium,training
12047,298,Folk,Low,training
12048,248,Folk,Low,validation
12049,214,Folk,Very Low,training
12050,284,Folk,Very Low,training
12051,213,Folk,Very Low,training
12052,403,Folk,Very Low,training
12053,366,Folk,Very Low,training
12058,358,Folk,Very Low,training
12060,364,Folk,Low,training
12061,120,Folk,Very Low,training
12062,125,Folk,Very Low,training
12064,226,Folk,Very Low,training
12065,237,Folk,Very Low,training
12066,294,Folk,Very Low,training
12067,246,Folk,Very Low,training
12109,303,International,Medium,validation
12146,251,Pop,Very Low,training
12147,234,Pop,Very Low,validation
12173,197,Hip-Hop,Low,training
12174,249,Hip-Hop,Medium,training
12179,273,Pop,Very High,training
12188,258,Pop,Very Low,training
12189,310,Electronic,High,training
12346,512,Experimental,Low,training
12348,282,Folk,Medium,training
12349,269,Folk,Low,training
12350,228,Folk,Medium,training
12351,268,Folk,Low,training
12352,138,Folk,Very Low,training
12353,309,Folk,Low,training
12376,237,Pop,Very Low,training
12387,206,Pop,Very Low,training
12390,220,Pop,Very Low,validation
12481,491,Folk,Very Low,validation
12482,256,Folk,Very Low,training
12484,361,Folk,Very Low,training
12485,255,Folk,Very Low,training
12486,97,Folk,Very Low,training
12487,335,Folk,Very Low,training
12488,244,Folk,Very Low,training
12489,266,Folk,Very Low,training
12508,339,Folk,Medium,training
12513,341,Folk,Very Low,training
12514,305,Folk,Very Low,training
12518,241,Pop,Low,validation
12521,122,Rock,Very High,validation
12526,201,Hip-Hop,High,training
12527,304,Pop,Very Low,training
12530,331,Pop,Very Low,validation
12531,184,Hip-Hop,High,training
12532,275,Pop,Medium,validation
12537,265,Pop,Very Low,training
12551,192,Pop,Low,training
12552,141,Pop,Low,training
12654,144,Pop,Medium,training
12690,207,International,Low,training
12691,136,International,Very Low,training
12692,276,International,Very Low,training
12737,399,Experimental,Low,training
12985,139,Folk,Medium,training
13191,226,Pop,Very Low,training
13197,298,Pop,Medium,training
13199,97,Hip-Hop,Medium,training
13201,274,Hip-Hop,Medium,training
13220,192,Pop,Very Low,validation
13325,240,Rock,Medium,training
13328,210,Pop,Very Low,training
13362,199,Pop,Very Low,training
13378,255,Pop,Very Low,training
13474,213,Electronic,High,training
13537,364,International,Very High,training
13538,285,International,Very High,training
13539,381,International,Very High,training
13540,363,International,Very High,validation
13556,128,Rock,Very High,training
13561,221,Hip-Hop,Very Low,training
13562,221,Electronic,High,training
13566,234,Hip-Hop,Medium,training
13571,318,Electronic,Very High,training
13578,193,Experimental,Very Low,training
13666,210,Rock,Very High,training
13670,190,Hip-Hop,Very Low,training
13706,195,Electronic,Very High,training
13707,242,Electronic,Very High,training
13708,116,Electronic,Very High,training
13709,91,Electronic,Very High,training
13735,161,Hip-Hop,Low,training
13747,243,Hip-Hop,High,training
13748,281,Hip-Hop,Low,training
13749,235,Hip-Hop,Low,training
13767,211,Hip-Hop,Medium,training
13768,234,Hip-Hop,High,training
13927,167,Folk,Very Low,training
13928,222,Folk,Very Low,validation
13929,248,Folk,Low,validation
13930,191,Folk,Medium,training
14063,147,Electronic,High,training
14208,208,Electronic,Very High,training
14315,118,International,Very Low,training
14317,123,International,Low,training
14319,148,International,Very Low,training
14320,148,International,Very Low,training
14344,188,Electronic,Very High,training
14358,272,Hip-Hop,Medium,validation
14363,301,Hip-Hop,High,training
14386,255,Hip-Hop,High,training
14391,215,Hip-Hop,Low,training
14538,163,Hip-Hop,Low,training
14539,70,Hip-Hop,Low,training
14541,134,Hip-Hop,Low,training
14542,157,Hip-Hop,Low,training
14568,105,Instrumental,Very High,training
14570,71,Instrumental,High,training
14571,80,Instrumental,Very High,training
14572,111,Instrumental,Very High,training
14576,86,Instrumental,High,training
14577,150,Instrumental,Very High,training
14578,110,Instrumental,Very High,training
14579,187,Instrumental,Very High,training
14580,436,Instrumental,Very High,training
14581,111,Instrumental,High,training
14583,207,Instrumental,Very High,training
14584,407,Instrumental,Very High,training
14585,239,Instrumental,Very High,training
14586,260,Instrumental,Very High,validation
14589,94,Instrumental,Very High,validation
14590,102,Instrumental,Medium,training
14601,493,International,High,training
14602,402,International,Very High,training
14604,332,International,Very High,training
14653,232,Rock,Very High,training
14661,272,Folk,Very High,training
14690,215,Experimental,Very High,training
14693,185,Folk,Very High,training
14733,201,Rock,Very High,training
14735,186,Rock,Very High,training
14737,310,Rock,Very High,training
14738,219,Rock,Very High,training
14739,236,Rock,Very High,training
14740,207,Rock,Very High,training
14741,256,Rock,Very High,validation
14742,210,Rock,Very High,training
14743,331,Rock,Very High,training
14744,256,Rock,Very High,training
14809,228,Folk,Very Low,training
14869,401,Electronic,Very High,training
15094,188,Experimental,Low,training
15210,175,Hip-Hop,Low,training
15464,172,Experimental,Very Low,training
15469,208,Experimental,Very Low,training
15471,340,Experimental,Very Low,training
15475,79,Experimental,Low,training
15487,402,International,Very High,training
15488,273,International,Very High,training
15540,318,Experimental,Low,training
15541,125,Experimental,Low,training
15542,117,Experimental,Very Low,training
15543,204,Experimental,Very Low,training
15769,282,Electronic,Very High,training
15770,296,Electronic,Very High,training
15771,219,Electronic,Very High,training
15772,256,Electronic,High,training
15773,303,Electronic,High,training
15880,191,International,Very High,training
16095,257,Pop,Very Low,training
16158,402,Pop,Very Low,training
16162,231,Hip-Hop,Low,training
16163,276,Pop,Very Low,training
16334,184,International,Very High,training
16337,269,Pop,Very Low,training
16338,263,Pop,Very Low,training
16339,155,Pop,Very Low,training
16340,179,Pop,Very Low,training
16354,249,Rock,Medium,training
16743,516,International,Medium,training
16744,428,International,Medium,training
16745,435,International,High,training
16747,446,International,High,validation
16819,139,Rock,Very High,training
16820,230,Rock,Very High,training
16821,109,Rock,Very High,training
16822,210,Rock,Very High,training
16878,85,Hip-Hop,Medium,training
16879,97,Hip-Hop,High,training
16880,99,Hip-Hop,Medium,training
16895,500,Pop,Very Low,training
16994,273,Rock,Medium,training
16995,66,Rock,Medium,training
16997,254,Rock,Medium,training
17132,133,Folk,Low,training
17344,469,Pop,Low,training
17462,110,Rock,Very High,training
17491,331,Hip-Hop,Low,training
17496,319,Hip-Hop,Very High,training
17499,125,Hip-Hop,Medium,validation
17500,411,Hip-Hop,Low,training
17588,219,Electronic,High,training
17605,95,International,Medium,training
17606,147,International,Low,training
17607,176,International,Low,training
17608,570,International,Medium,training
17609,187,International,Medium,training
17610,125,International,Medium,training
17611,436,International,Medium,training
17631,316,International,Medium,training
17632,293,International,Medium,training
17633,312,International,Medium,validation
17634,331,International,High,training
17636,458,International,High,training
17637,311,International,High,training
17644,471,Experimental,Very Low,training
17735,284,Rock,High,training
17782,273,Hip-Hop,Medium,training
17884,245,Electronic,Very High,training
17906,213,Pop,Very Low,training
18031,356,International,Very Low,training
18032,386,International,Low,training
18033,429,International,Very Low,training
18034,404,International,Very Low,validation
18037,551,International,Low,training
18038,329,International,Very Low,training
18039,591,International,Low,training
18043,304,International,Very Low,training
18044,288,International,Very Low,training
18124,174,Experimental,Very Low,training
18144,184,Pop,Very Low,training
18145,357,Pop,Very Low,training
18146,208,Pop,Low,training
18159,155,Folk,Very Low,training
18197,155,Rock,Very High,training
18350,202,Folk,Very Low,training
18611,140,Rock,Medium,training
18876,406,Experimental,Very High,training
18877,513,Experimental,Low,training
18887,306,Rock,Medium,training
19073,292,Pop,Medium,training
19074,272,Pop,Medium,training
19179,102,Rock,High,training
19184,90,Rock,High,training
19192,385,Experimental,Very High,training
19412,162,Pop,Low,training
19413,189,Pop,Very Low,training
19415,140,Pop,Very Low,training
19416,203,Pop,Very Low,training
19417,153,Pop,Very Low,training
19418,96,Pop,High,training
19420,166,Pop,Very Low,training
19422,280,Pop,Very Low,validation
19423,172,Pop,Very Low,training
19425,214,Pop,Very Low,training
19438,86,Hip-Hop,Low,validation
19439,227,Hip-Hop,Low,training
19441,314,Pop,Low,training
19442,201,Pop,Low,training
19459,398,International,Low,training
19673,243,International,High,training
19674,344,International,High,training
19685,289,Rock,Very High,training
19689,151,Pop,Very Low,training
19707,506,Folk,Low,training
19708,291,Folk,Low,training
19729,215,Hip-Hop,Very High,training
19758,204,Pop,Very Low,training
19759,301,Pop,Medium,training
19760,403,Pop,Very Low,training
19889,323,International,Very Low,training
19890,472,International,Very Low,training
19891,384,International,Very Low,training
20050,229,Rock,Medium,training
20296,267,Experimental,Very High,training
20361,114,Instrumental,Medium,training
20362,125,Instrumental,Low,training
20364,73,Instrumental,Medium,validation
20365,101,Instrumental,Low,validation
20366,117,Instrumental,Low,training
20369,71,Instrumental,Medium,training
20372,93,Instrumental,Low,training
20373,253,Instrumental,Medium,training
20374,127,Instrumental,Medium,training
20375,125,Instrumental,High,training
20376,109,Instrumental,Medium,training
20424,243,Experimental,Very Low,training
20667,297,Electronic,Very High,training
20704,271,Pop,Very Low,training
20818,354,Experimental,Low,validation
21058,330,Experimental,Low,validation
21085,402,Electronic,High,training
21087,557,Folk,Very Low,training
21167,84,Electronic,High,training
21228,245,Hip-Hop,Very High,training
21231,251,Pop,High,training
21232,219,Pop,High,training
21400,133,Pop,Medium,training
21401,185,Pop,Medium,validation
21402,183,Pop,Low,validation
21403,172,Pop,Low,training
21404,125,Pop,Medium,training
21409,156,Pop,Low,training
21422,188,Electronic,Very High,training
21565,253,Pop,Medium,validation
21587,137,Pop,Very Low,validation
21657,337,Pop,Very Low,training
21672,287,Pop,Very Low,training
21676,160,Pop,Very Low,training
21677,237,Pop,Very Low,training
21707,158,Folk,Very Low,training
21774,333,Experimental,Very Low,training
21842,499,Electronic,High,validation
21859,188,Rock,High,training
21860,206,Rock,Medium,training
21891,270,Electronic,Very High,validation
21895,248,Electronic,High,training
21995,289,Pop,Low,training
21996,154,Pop,Low,training
21997,260,Pop,Low,training
21999,208,Pop,Low,training
22000,216,Pop,Very Low,training
22001,264,Pop,Low,training
22091,208,Hip-Hop,Very Low,validation
22093,287,Rock,High,training
22094,256,Hip-Hop,Medium,training
22097,170,Pop,Very Low,training
22150,153,Experimental,Medium,training
22295,200,Hip-Hop,Very High,training
22296,163,Hip-Hop,Very High,training
22315,189,International,Very High,training
22348,216,Pop,Low,training
22472,201,Pop,Very Low,training
22473,207,Pop,Very Low,validation
22474,285,Pop,Very Low,training
22475,271,Pop,Very Low,training
22476,311,Pop,Very Low,training
22477,235,Pop,Very Low,training
22479,216,Pop,Very Low,validation
22480,238,Pop,Very Low,training
22481,239,Pop,Very Low,training
23010,489,Electronic,Very High,training
23013,268,Electronic,Very High,training
23014,234,Folk,Very High,validation
23015,203,Folk,Very High,validation
23016,248,Electronic,Very High,training
23037,191,Rock,Medium,training
23039,208,Pop,Very Low,training
23041,286,Rock,Very High,training
23063,199,Experimental,Very High,training
23155,109,International,Very High,training
23156,66,International,Very High,training
23172,250,Rock,Very High,training
23329,174,Experimental,Low,training
23353,298,Electronic,Very High,training
23355,284,Electronic,Very High,training
23371,228,Folk,Very High,training
23372,406,Electronic,Very High,training
23505,224,Electronic,Very High,training
23862,187,Electronic,Very High,training
24216,380,Experimental,High,training
24217,414,Experimental,Low,training
24362,108,International,Very Low,validation
24363,96,International,Low,training
24364,246,International,Very Low,training
24365,219,International,Low,training
24366,364,International,Low,training
24368,234,International,Medium,validation
24369,388,International,Low,training
24370,394,International,Very Low,training
24371,404,International,Medium,training
24418,123,Hip-Hop,Very High,training
24420,123,Hip-Hop,Very High,training
24421,163,Hip-Hop,Very High,training
24422,141,Hip-Hop,Very High,training
24423,125,Hip-Hop,Very High,training
24424,128,Hip-Hop,Very High,training
24425,143,Hip-Hop,Very High,training
24426,105,Hip-Hop,Very High,training
24427,143,Hip-Hop,Very High,training
24428,142,Hip-Hop,Very High,training
24429,83,Hip-Hop,Very High,training
24430,150,Hip-Hop,Very High,validation
24431,89,Hip-Hop,Very High,training
24432,83,Hip-Hop,Very High,training
24512,105,Experimental,Very Low,training
24515,70,Experimental,Very Low,training
24521,151,Experimental,Very Low,training
24524,168,Experimental,Very Low,training
24698,134,International,Very Low,training
24699,248,International,Very Low,training
24700,380,International,Very Low,training
24701,75,International,Very Low,training
24702,505,International,Low,validation
24717,259,International,Very Low,training
24720,437,International,Very Low,training
24739,326,International,Very Low,training
24741,272,International,Very Low,training
24742,270,International,Very Low,training
24745,522,International,Low,training
24746,396,International,High,training
24747,295,International,Low,training
24748,187,International,Low,training
24749,351,International,Medium,training
24842,205,International,Very High,training
24898,68,Experimental,Low,training
24899,70,Experimental,Very Low,training
24912,78,Experimental,Very Low,training
24915,154,Experimental,Low,training
24963,263,Experimental,Very Low,training
24975,112,Experimental,Medium,training
24983,204,Experimental,Very Low,training
25029,193,International,Low,training
25030,483,International,Low,training
